Initial Proficiency (%),Session Duration (minutes),Improvement Rate (%),Total Days Required,Minutes Per Day,Target Proficiency (%)
39.36,36.33,0.37,138,0.26,90
22.59,40.31,0.52,130,0.31,90
70.94,52.65,0.25,75,0.7,90
67.09,15.58,0.09,269,0.06,90
2.09,13.08,0.21,412,0.03,90
56.27,59.4,0.43,78,0.76,90
67.33,57.27,0.31,73,0.78,90
29.33,48.93,0.58,106,0.46,90
15.47,38.76,0.55,137,0.28,90
33.45,23.25,0.26,220,0.11,90
21.52,41.59,0.54,126,0.33,90
67.72,24.7,0.13,168,0.15,90
64.4,27.09,0.16,160,0.17,90
69.83,41.81,0.21,96,0.44,90
65.5,22.11,0.13,193,0.11,90
32.17,31.38,0.35,163,0.19,90
16.81,18.61,0.26,284,0.07,90
8.55,54.01,0.82,99,0.55,90
79.6,24.55,0.08,125,0.2,90
74.69,38.82,0.16,94,0.41,90
20.55,37.39,0.5,141,0.27,90
3.8,56.82,0.91,95,0.6,90
30.38,36.7,0.43,141,0.26,90
63.17,57.53,0.35,76,0.76,90
10.29,46.57,0.7,115,0.4,90
76.98,12.04,0.05,282,0.04,90
74.36,32.81,0.14,112,0.29,90
49.35,37.28,0.31,130,0.29,90
77.65,11.75,0.04,283,0.04,90
67.72,48.93,0.26,85,0.58,90
17.86,50.2,0.69,105,0.48,90
53.45,46.56,0.36,102,0.46,90
25.22,44.73,0.56,117,0.38,90
37.15,58.91,0.62,86,0.69,90
4.7,13.9,0.22,387,0.04,90
70.32,25.67,0.13,156,0.16,90
58.07,25.99,0.18,176,0.15,90
42.92,50.42,0.48,99,0.51,90
3.1,34.74,0.56,155,0.22,90
31.88,29.47,0.33,174,0.17,90
14.58,15.17,0.22,350,0.04,90
9.49,35.04,0.53,153,0.23,90
67.4,13.77,0.07,303,0.05,90
55.74,32.68,0.24,143,0.23,90
4.3,26.81,0.43,201,0.13,90
10.59,40.56,0.6,132,0.31,90
78.92,34.91,0.12,91,0.38,90
56.27,27.37,0.2,170,0.16,90
23.38,15.59,0.2,335,0.05,90
37.02,19.97,0.21,253,0.08,90
23.34,46.58,0.6,113,0.41,90
51.15,46.04,0.37,104,0.44,90
67.8,17.71,0.1,234,0.08,90
76.94,45.39,0.17,75,0.61,90
51.76,32.67,0.26,146,0.22,90
62.38,24.78,0.16,178,0.14,90
72.55,44.42,0.2,86,0.52,90
34.08,53.27,0.59,96,0.55,90
78.41,19.63,0.07,165,0.12,90
50.88,27.03,0.22,177,0.15,90
22.78,22.26,0.29,235,0.09,90
43.92,25.97,0.24,190,0.14,90
60.31,18.77,0.12,240,0.08,90
79.28,32.2,0.11,97,0.33,90
10.72,12.18,0.18,438,0.03,90
38.97,30.93,0.31,163,0.19,90
16.98,54.43,0.75,97,0.56,90
53.62,26.28,0.2,180,0.15,90
16.56,31.44,0.44,168,0.19,90
71.91,29.49,0.14,132,0.22,90
0.18,56.39,0.94,96,0.59,90
24.83,51.07,0.64,102,0.5,90
29.65,10.85,0.13,475,0.02,90
0.73,56.16,0.93,97,0.58,90
57.38,42.92,0.3,107,0.4,90
58.09,25.26,0.18,181,0.14,90
42.82,35.89,0.34,138,0.26,90
7.08,15.77,0.24,340,0.05,90
29.61,14.84,0.17,347,0.04,90
10.69,35.73,0.53,150,0.24,90
57.63,23.68,0.17,194,0.12,90
5.96,57.48,0.9,94,0.61,90
25.16,36.63,0.46,142,0.26,90
36.7,25.45,0.27,199,0.13,90
11.83,19.55,0.29,273,0.07,90
35.79,54.11,0.58,94,0.58,90
57.52,12.41,0.09,370,0.03,90
74.76,58.04,0.24,63,0.92,90
50.6,19.62,0.16,244,0.08,90
55.89,28.61,0.21,163,0.18,90
57.04,59.76,0.43,78,0.77,90
34.31,35.42,0.39,144,0.25,90
32.02,20.88,0.24,246,0.08,90
58.41,23.5,0.16,194,0.12,90
9.01,19.83,0.3,270,0.07,90
5.83,53.69,0.84,100,0.54,90
28.62,47.66,0.57,109,0.44,90
40.98,29.53,0.29,169,0.17,90
18.99,23.91,0.32,220,0.11,90
47.23,42.96,0.38,114,0.38,90
16.87,45.75,0.63,116,0.39,90
73.82,24.8,0.11,150,0.17,90
73.43,46.02,0.2,82,0.56,90
42.67,14.42,0.14,344,0.04,90
17.95,40.91,0.56,129,0.32,90
29.03,48.34,0.57,107,0.45,90
7.57,51.69,0.8,104,0.5,90
17.23,17.24,0.24,306,0.06,90
70.17,43.46,0.22,92,0.47,90
50.49,36.03,0.3,133,0.27,90
11.66,52.14,0.77,103,0.51,90
10.19,28.87,0.43,185,0.16,90
7.85,52.56,0.81,102,0.52,90
41.25,23.41,0.23,213,0.11,90
43.8,34.56,0.32,143,0.24,90
70.67,49.71,0.24,80,0.62,90
55.01,11.21,0.08,417,0.03,90
15.46,32.85,0.46,162,0.2,90
5.6,50.26,0.79,107,0.47,90
18.38,31.49,0.43,168,0.19,90
46.59,37.12,0.33,132,0.28,90
2.46,25.36,0.41,213,0.12,90
53.21,16.31,0.13,290,0.06,90
16.25,27.43,0.38,193,0.14,90
2.71,46.52,0.75,116,0.4,90
14.75,55.03,0.78,97,0.57,90
23.93,14.03,0.18,372,0.04,90
45.5,46.87,0.43,105,0.45,90
10.95,12.01,0.18,444,0.03,90
4.49,33.58,0.53,160,0.21,90
0.49,50.86,0.84,107,0.48,90
44.35,19.23,0.18,256,0.08,90
79.28,43.27,0.15,72,0.6,90
13.51,17.29,0.25,307,0.06,90
17.29,51.19,0.71,104,0.49,90
5.3,52.21,0.82,103,0.51,90
60.93,12.11,0.08,369,0.03,90
32.29,43.81,0.49,117,0.37,90
34.12,10.78,0.12,473,0.02,90
54.64,13.74,0.1,341,0.04,90
30.29,24.35,0.28,212,0.11,90
49.89,18.26,0.15,263,0.07,90
61.44,17.03,0.11,262,0.06,90
73.72,33.05,0.14,113,0.29,90
70.51,49.95,0.25,80,0.62,90
39.13,59.83,0.61,84,0.71,90
15.83,19.87,0.28,267,0.07,90
2.72,46.18,0.75,117,0.39,90
77.79,54.65,0.2,61,0.9,90
20.4,57.52,0.76,92,0.63,90
26.54,44.06,0.54,118,0.37,90
79.58,42.63,0.15,72,0.59,90
68.01,15.51,0.08,266,0.06,90
16.46,46,0.64,115,0.4,90
39.14,12.82,0.13,392,0.03,90
24.48,15,0.19,348,0.04,90
44.91,50.66,0.47,97,0.52,90
44.48,47.2,0.44,105,0.45,90
52.1,56.94,0.45,84,0.68,90
62.5,48.71,0.3,91,0.54,90
38.6,13.89,0.14,362,0.04,90
0.25,30.06,0.5,180,0.17,90
69.78,24.52,0.12,164,0.15,90
11.43,34.78,0.51,154,0.23,90
42.76,59.81,0.57,83,0.72,90
20.18,28.02,0.37,188,0.15,90
42.74,48.1,0.46,103,0.47,90
31.92,53.62,0.61,96,0.56,90
16.78,14.08,0.2,376,0.04,90
5.94,26.3,0.41,204,0.13,90
52.46,43.32,0.34,110,0.39,90
24.23,36.3,0.46,144,0.25,90
21.45,56.88,0.74,93,0.61,90
60.91,16.88,0.11,265,0.06,90
42.58,10.79,0.1,460,0.02,90
42.29,49.44,0.48,101,0.49,90
59.78,33.7,0.23,134,0.25,90
37.51,20.83,0.22,242,0.09,90
68.54,24.4,0.13,168,0.15,90
28.56,27.81,0.33,186,0.15,90
67.59,14.28,0.08,291,0.05,90
20.36,13.48,0.18,390,0.03,90
74.49,22.81,0.1,160,0.14,90
56.77,15.04,0.11,307,0.05,90
57.67,24.64,0.17,186,0.13,90
41.56,32.77,0.32,152,0.22,90
15.68,41.13,0.58,129,0.32,90
75.4,38.38,0.16,93,0.41,90
38.67,22.62,0.23,223,0.1,90
6.32,51.1,0.8,105,0.49,90
31.17,47.81,0.55,108,0.44,90
25.75,10.45,0.13,497,0.02,90
24.48,47.04,0.59,111,0.42,90
78.77,23.08,0.08,138,0.17,90
28.61,22.58,0.27,229,0.1,90
24.1,25.85,0.33,202,0.13,90
48.04,46.61,0.4,104,0.45,90
8.8,48.99,0.74,110,0.45,90
26.61,38.33,0.47,136,0.28,90
60.51,43.86,0.29,103,0.43,90
28.16,46.55,0.56,111,0.42,90
71.36,26.8,0.13,146,0.18,90
25.8,36.71,0.45,142,0.26,90
66.62,49.01,0.27,86,0.57,90
43.96,36.41,0.34,136,0.27,90
33.06,54.31,0.61,94,0.58,90
34.64,22.41,0.24,227,0.1,90
8.84,50.33,0.76,107,0.47,90
36.23,27.97,0.3,181,0.15,90
13.16,39.67,0.57,134,0.3,90
68.82,54.19,0.28,76,0.71,90
62.38,44.04,0.28,101,0.44,90
2.96,47.08,0.76,115,0.41,90
52.57,20.24,0.16,234,0.09,90
54.95,42.97,0.32,109,0.39,90
16.62,26.44,0.37,200,0.13,90
46.5,14.36,0.13,340,0.04,90
55.79,55.78,0.41,84,0.66,90
12.36,41.23,0.6,129,0.32,90
73.15,16.88,0.08,224,0.08,90
28.77,14.5,0.17,356,0.04,90
71.42,49.88,0.24,79,0.63,90
45.53,27.66,0.25,178,0.16,90
11.82,34.89,0.51,153,0.23,90
14.93,42.81,0.61,124,0.35,90
57.72,53.92,0.38,85,0.63,90
72.19,10.57,0.05,364,0.03,90
79.96,26.17,0.09,115,0.23,90
45.61,38.5,0.35,128,0.3,90
42.14,56.81,0.55,88,0.65,90
53.83,10.41,0.08,452,0.02,90
55.48,24.1,0.18,194,0.12,90
60.68,59.8,0.39,75,0.8,90
58.46,37.88,0.26,121,0.31,90
75.23,50.18,0.21,72,0.7,90
2.78,48.22,0.78,112,0.43,90
66.73,49.99,0.28,84,0.6,90
22.82,54.29,0.7,97,0.56,90
51.61,44.41,0.36,108,0.41,90
1.47,12.02,0.2,449,0.03,90
22.73,24.83,0.32,211,0.12,90
20.57,10.95,0.14,479,0.02,90
7.84,29.31,0.45,183,0.16,90
61.33,28.14,0.18,159,0.18,90
68.22,33.96,0.18,122,0.28,90
46.6,26.09,0.23,187,0.14,90
23.52,30.7,0.39,170,0.18,90
62.34,39.95,0.25,111,0.36,90
16.43,11.43,0.16,463,0.02,90
24.36,16.82,0.21,310,0.05,90
39.28,38.93,0.39,129,0.3,90
35.41,56.6,0.61,90,0.63,90
9.82,14.66,0.22,365,0.04,90
51.88,42.14,0.34,113,0.37,90
9.21,55.98,0.85,96,0.58,90
5.54,53.56,0.84,101,0.53,90
62.93,16.7,0.1,263,0.06,90
36.55,36.84,0.39,138,0.27,90
11.62,32.31,0.48,165,0.2,90
4.55,20.36,0.32,264,0.08,90
47.31,27.6,0.24,177,0.16,90
6.73,43.35,0.67,124,0.35,90
45.78,11.95,0.11,410,0.03,90
24.47,55.56,0.7,94,0.59,90
37.44,17.07,0.18,296,0.06,90
62.03,42.73,0.27,104,0.41,90
35.17,26.52,0.29,192,0.14,90
62.72,33.38,0.21,132,0.25,90
13.94,21.7,0.31,245,0.09,90
25.35,37.06,0.46,141,0.26,90
69.65,35.26,0.18,115,0.31,90
23.64,22.06,0.28,237,0.09,90
42.12,12.34,0.12,403,0.03,90
71.78,21.94,0.1,177,0.12,90
67.13,14.52,0.08,288,0.05,90
7.53,30.04,0.46,179,0.17,90
21.08,46.74,0.61,113,0.41,90
3.79,18.82,0.3,286,0.07,90
13.2,18.35,0.27,290,0.06,90
77.34,17.6,0.07,191,0.09,90
62.5,50.61,0.32,87,0.58,90
58.93,44.32,0.3,103,0.43,90
54.95,26,0.2,180,0.14,90
25.13,13.91,0.17,374,0.04,90
18.76,32.83,0.44,161,0.2,90
22.33,24.06,0.31,218,0.11,90
38.01,24.47,0.25,206,0.12,90
28.7,14.68,0.17,352,0.04,90
69.85,40.03,0.2,101,0.4,90
18.58,36.4,0.49,145,0.25,90
48.29,41.18,0.35,118,0.35,90
44.32,46.43,0.43,107,0.43,90
35.15,55.39,0.6,92,0.6,90
34.85,36.06,0.39,141,0.26,90
68.27,16.39,0.09,251,0.07,90
3.63,17.21,0.28,313,0.05,90
12.15,38.02,0.56,140,0.27,90
77.91,24.22,0.09,136,0.18,90
7.68,12.28,0.19,436,0.03,90
12.73,30.77,0.45,173,0.18,90
58.29,36.33,0.25,126,0.29,90
61.69,38.08,0.24,117,0.33,90
69.27,58.04,0.3,70,0.83,90
11.45,45.93,0.68,116,0.4,90
14.54,17.51,0.25,303,0.06,90
58.04,22.16,0.15,207,0.11,90
3.16,41.39,0.67,130,0.32,90
70.83,26.15,0.13,151,0.17,90
72.93,55.51,0.25,69,0.8,90
21.74,48.58,0.63,108,0.45,90
1.95,30.94,0.51,175,0.18,90
52.24,57.29,0.46,83,0.69,90
19.66,54.71,0.73,97,0.56,90
36.64,26.72,0.28,190,0.14,90
28.79,49.53,0.59,105,0.47,90
15.25,46.65,0.66,114,0.41,90
68.49,50.82,0.27,81,0.63,90
14,55.78,0.8,96,0.58,90
24.7,32.1,0.4,163,0.2,90
67.71,59.58,0.32,70,0.85,90
31.29,51.14,0.59,101,0.51,90
45.52,28.42,0.26,173,0.16,90
70.45,30.33,0.15,131,0.23,90
33,48.98,0.55,105,0.47,90
65.27,38.16,0.22,112,0.34,90
66.35,42.15,0.24,101,0.42,90
24.05,16.33,0.21,320,0.05,90
44.68,13,0.12,379,0.03,90
26.57,23.5,0.29,221,0.11,90
11.67,49.26,0.73,109,0.45,90
25.45,56.13,0.7,93,0.6,90
74.92,30.88,0.13,117,0.26,90
10,42.89,0.64,125,0.34,90
41.39,24.14,0.24,207,0.12,90
79.95,28.15,0.09,107,0.26,90
70.86,10.5,0.05,376,0.03,90
1.4,19.59,0.32,276,0.07,90
46.1,33.57,0.3,146,0.23,90
25.26,22.82,0.28,228,0.1,90
22.43,38.43,0.5,137,0.28,90
67.17,48.63,0.27,86,0.57,90
3.95,37.49,0.6,144,0.26,90
49.22,40.67,0.34,119,0.34,90
26.62,50.88,0.62,102,0.5,90
46.91,59.54,0.53,82,0.73,90
18.07,59.53,0.81,89,0.67,90
1.15,19.96,0.33,271,0.07,90
28.14,50.86,0.61,102,0.5,90
33.55,55.26,0.61,93,0.59,90
41.9,56.41,0.55,89,0.63,90
49.87,45.34,0.38,106,0.43,90
60.69,20.93,0.14,214,0.1,90
63.21,27.86,0.17,157,0.18,90
25.24,27.74,0.35,188,0.15,90
41.38,51.56,0.5,97,0.53,90
51.43,25.67,0.21,186,0.14,90
57.49,39.97,0.28,115,0.35,90
56.17,54.49,0.4,85,0.64,90
56.58,57.24,0.41,81,0.71,90
22.16,58.07,0.75,91,0.64,90
7.67,34.38,0.53,156,0.22,90
78.82,19.25,0.07,165,0.12,90
20.56,24.38,0.32,216,0.11,90
46.1,46.89,0.42,105,0.45,90
68.36,54.11,0.29,76,0.71,90
79.98,13.15,0.04,229,0.06,90
75.02,53.69,0.22,68,0.79,90
77.57,36.3,0.14,92,0.39,90
47.49,44.14,0.39,111,0.4,90
49.66,39.04,0.33,124,0.31,90
12.07,41.97,0.62,127,0.33,90
28.09,33.5,0.4,155,0.22,90
75.7,47.68,0.19,75,0.64,90
9.5,12.55,0.19,426,0.03,90
26.3,33.06,0.41,157,0.21,90
63.06,35.54,0.22,124,0.29,90
78.1,18.99,0.07,172,0.11,90
52.86,14.3,0.11,331,0.04,90
17.34,47.17,0.65,112,0.42,90
47.16,28.07,0.25,174,0.16,90
16.83,13.13,0.18,403,0.03,90
63.79,46.04,0.28,95,0.48,90
77.19,57.89,0.22,59,0.98,90
29.99,27.81,0.32,185,0.15,90
52.17,57.23,0.46,83,0.69,90
1.3,26.8,0.44,202,0.13,90
66.09,37.31,0.21,114,0.33,90
31.51,18.78,0.21,273,0.07,90
58.16,36.25,0.25,126,0.29,90
76.85,29.58,0.11,116,0.25,90
25.65,29.36,0.36,177,0.17,90
40.95,14.73,0.14,339,0.04,90
11.67,25.76,0.38,207,0.12,90
51.51,58.95,0.48,81,0.73,90
62.59,41.45,0.26,107,0.39,90
37.75,49.87,0.52,101,0.49,90
49.4,27.51,0.23,176,0.16,90
24.56,50.42,0.63,104,0.48,90
7.7,20.85,0.32,257,0.08,90
27.01,45.76,0.56,114,0.4,90
14.56,53.27,0.76,100,0.53,90
69.98,50.18,0.25,80,0.63,90
59.88,45.03,0.3,101,0.45,90
36.79,49.65,0.52,102,0.49,90
46.83,17.85,0.16,273,0.07,90
73.09,14.74,0.07,256,0.06,90
70.21,15.73,0.08,254,0.06,90
77.28,31.62,0.12,107,0.3,90
35.31,10.3,0.11,493,0.02,90
69.11,14.97,0.08,272,0.06,90
0.94,15.6,0.26,346,0.05,90
73.09,54.25,0.24,70,0.78,90
64.06,37.95,0.23,115,0.33,90
50.56,12.06,0.1,397,0.03,90
7.37,17.28,0.27,310,0.06,90
0.95,11.25,0.19,480,0.02,90
48.75,38.49,0.33,126,0.31,90
9.73,41.78,0.63,128,0.33,90
52.22,41.49,0.33,115,0.36,90
48.18,57.94,0.5,84,0.69,90
46.09,55.9,0.5,88,0.64,90
77.88,21.32,0.08,155,0.14,90
48.07,52.55,0.45,93,0.57,90
24.99,43.05,0.54,121,0.36,90
56.4,27.44,0.2,169,0.16,90
72.96,27.65,0.12,137,0.2,90
65.22,44.05,0.26,98,0.45,90
72.71,20,0.09,191,0.1,90
64.93,17.46,0.1,246,0.07,90
19.7,55.85,0.75,95,0.59,90
58.75,12.81,0.09,355,0.04,90
15.46,33.91,0.48,157,0.22,90
75.27,40.92,0.17,88,0.47,90
65.02,40.15,0.23,107,0.38,90
58.69,43.68,0.3,105,0.42,90
51.16,24.85,0.2,192,0.13,90
12.44,55.28,0.81,97,0.57,90
3.84,53.3,0.85,101,0.53,90
41.81,38.25,0.37,130,0.29,90
48.44,18.73,0.16,259,0.07,90
56.52,46.19,0.33,101,0.46,90
68.25,54.89,0.29,75,0.73,90
44.07,11.97,0.11,412,0.03,90
38.64,23.41,0.24,215,0.11,90
79.28,15.76,0.05,198,0.08,90
72.03,23.87,0.11,162,0.15,90
20.43,33.17,0.44,159,0.21,90
43.38,19.24,0.18,257,0.07,90
24.61,17.73,0.22,294,0.06,90
4.77,15.86,0.25,339,0.05,90
59.29,45.82,0.31,99,0.46,90
9.99,39.58,0.59,135,0.29,90
0.99,24.08,0.4,224,0.11,90
55.78,45.98,0.34,101,0.46,90
56.52,33.44,0.24,139,0.24,90
52.39,39.64,0.31,120,0.33,90
29.75,12.95,0.15,398,0.03,90
20.46,56.42,0.75,93,0.61,90
43.68,44.13,0.41,112,0.39,90
48.39,36.86,0.32,132,0.28,90
77.23,29.07,0.11,116,0.25,90
6.83,17.36,0.27,309,0.06,90
40.13,48.44,0.48,104,0.47,90
72.05,41.55,0.19,93,0.45,90
21.15,38.43,0.5,137,0.28,90
18.13,19.4,0.26,272,0.07,90
37.12,43.49,0.46,117,0.37,90
57.96,32.95,0.23,139,0.24,90
3.54,20.49,0.33,263,0.08,90
47.46,49.79,0.44,98,0.51,90
16.13,36.48,0.51,145,0.25,90
61.7,51.25,0.33,87,0.59,90
38.57,49.23,0.5,103,0.48,90
50.79,56.16,0.46,86,0.65,90
78.15,42.34,0.15,77,0.55,90
49.62,48.08,0.4,101,0.48,90
64.99,31.78,0.19,135,0.24,90
14.54,41.16,0.59,129,0.32,90
33.89,15.63,0.17,326,0.05,90
73.83,39.31,0.17,95,0.41,90
12.7,43.62,0.63,122,0.36,90
65.5,37.66,0.22,114,0.33,90
76.98,43.98,0.17,78,0.56,90
51.04,10.16,0.08,470,0.02,90
12.79,10.9,0.16,488,0.02,90
7.49,38.42,0.59,140,0.27,90
53.65,20.92,0.16,225,0.09,90
64.53,31.2,0.18,139,0.22,90
22.09,21.88,0.28,239,0.09,90
59.98,29.84,0.2,151,0.2,90
6.24,50.27,0.79,107,0.47,90
33.85,23.1,0.25,221,0.1,90
65.09,10.73,0.06,399,0.03,90
71.58,17.79,0.08,219,0.08,90
37.67,52.49,0.55,96,0.55,90
40.5,24.04,0.24,208,0.12,90
16.95,55.36,0.77,96,0.58,90
56.74,52.01,0.37,89,0.58,90
9.85,21.76,0.33,246,0.09,90
68.46,52.21,0.27,79,0.66,90
46.12,59.67,0.54,82,0.73,90
66.37,35.83,0.2,118,0.3,90
66.62,25.32,0.14,166,0.15,90
7.35,43.09,0.67,125,0.34,90
57.11,22.09,0.16,209,0.11,90
77.22,35.52,0.13,95,0.37,90
74.3,44.65,0.19,83,0.54,90
31.63,12.74,0.15,403,0.03,90
12.2,37.34,0.55,143,0.26,90
27.16,52.8,0.64,99,0.53,90
66.35,53.87,0.3,79,0.68,90
23.07,47.44,0.61,111,0.43,90
32.73,55.53,0.62,92,0.6,90
79.12,47.97,0.17,66,0.73,90
15.29,33.96,0.48,156,0.22,90
68.3,48.88,0.26,85,0.58,90
58.32,41.64,0.29,110,0.38,90
64.39,11.97,0.07,361,0.03,90
11.34,42.24,0.62,127,0.33,90
55.49,30.64,0.23,152,0.2,90
2.3,59.2,0.96,91,0.65,90
74.27,41.14,0.18,90,0.46,90
67.24,13.18,0.07,317,0.04,90
31.57,47.26,0.54,109,0.43,90
10.81,22.22,0.33,240,0.09,90
39.84,25.48,0.26,197,0.13,90
54.24,23.12,0.18,203,0.11,90
33.69,59.25,0.65,86,0.69,90
68.36,47.63,0.25,87,0.55,90
44.03,11.33,0.11,436,0.03,90
7.66,53.8,0.83,100,0.54,90
8.92,47.26,0.72,114,0.41,90
43.98,44.9,0.42,110,0.41,90
48.55,39.54,0.34,123,0.32,90
62.65,34.37,0.21,128,0.27,90
74.94,57.9,0.24,63,0.92,90
76.36,15.67,0.06,221,0.07,90
63.41,24.61,0.15,178,0.14,90
71.79,46.7,0.22,83,0.56,90
10.59,32.77,0.49,163,0.2,90
78.07,31.96,0.12,103,0.31,90
60.87,58.18,0.38,77,0.76,90
26.49,29.7,0.36,175,0.17,90
19.34,20.28,0.27,260,0.08,90
45.16,21.43,0.2,229,0.09,90
52.65,42.36,0.33,112,0.38,90
77.4,25.24,0.1,133,0.19,90
16.06,37.16,0.52,143,0.26,90
43.52,19.45,0.18,254,0.08,90
77.95,47.4,0.17,70,0.68,90
57.65,51.24,0.36,90,0.57,90
4.75,14.54,0.23,370,0.04,90
77.95,51.46,0.19,64,0.8,90
54.47,22.38,0.17,210,0.11,90
57.37,48,0.34,96,0.5,90
41.08,53.54,0.53,94,0.57,90
52.98,18.55,0.15,255,0.07,90
54.32,36.71,0.28,128,0.29,90
36.32,54.63,0.58,93,0.59,90
39.31,39.9,0.4,126,0.32,90
79.65,16.26,0.06,188,0.09,90
70.03,46.64,0.23,86,0.54,90
30.54,47.94,0.56,108,0.44,90
15.47,10.27,0.14,516,0.02,90
60.29,26.92,0.18,167,0.16,90
1.1,46.22,0.76,117,0.4,90
75.85,23.09,0.09,153,0.15,90
5.76,40.68,0.64,132,0.31,90
46.31,41.36,0.37,119,0.35,90
62.45,57.87,0.36,77,0.75,90
60.19,43.63,0.29,103,0.42,90
51.14,41.03,0.33,117,0.35,90
52.22,20.98,0.17,227,0.09,90
50.18,12.63,0.1,380,0.03,90
74.86,39.12,0.16,93,0.42,90
74.84,32.1,0.13,113,0.28,90
75.72,59.19,0.24,60,0.99,90
1.85,22.85,0.37,236,0.1,90
76.76,23.5,0.09,146,0.16,90
60.49,53.43,0.35,84,0.64,90
22.26,42.94,0.56,122,0.35,90
8.45,58.37,0.89,92,0.63,90
4.16,41.73,0.67,129,0.32,90
50.99,33.49,0.27,143,0.23,90
25.98,18.34,0.23,283,0.06,90
1.8,31.5,0.52,172,0.18,90
25.42,23.53,0.29,221,0.11,90
28.05,18.32,0.22,282,0.06,90
55.24,12.76,0.1,366,0.03,90
48.19,20.49,0.18,237,0.09,90
34.53,10.76,0.12,473,0.02,90
6.1,49.09,0.77,110,0.45,90
19,56.29,0.76,94,0.6,90
49.59,33.18,0.28,145,0.23,90
6.03,58.95,0.92,91,0.65,90
70.93,37.22,0.18,106,0.35,90
64.81,21.36,0.13,202,0.11,90
30.29,23.77,0.28,217,0.11,90
6.43,48.42,0.76,111,0.44,90
68.83,21.5,0.11,190,0.11,90
24.51,32.03,0.4,163,0.2,90
33.85,42.4,0.47,121,0.35,90
25.43,43.75,0.54,119,0.37,90
40.99,29.8,0.29,168,0.18,90
0.34,29.35,0.49,184,0.16,90
5.56,53,0.83,102,0.52,90
52.67,46.3,0.37,103,0.45,90
25.24,27.9,0.35,187,0.15,90
55.33,31.89,0.24,147,0.22,90
12.36,59.52,0.87,90,0.66,90
18.9,29.08,0.39,181,0.16,90
2,11.62,0.19,464,0.03,90
61.11,20.42,0.13,219,0.09,90
78.32,52.97,0.19,62,0.85,90
60.31,41.52,0.27,109,0.38,90
5.81,57.02,0.9,95,0.6,90
30.25,17.47,0.2,295,0.06,90
25.55,38.93,0.48,134,0.29,90
40.37,27.6,0.27,181,0.15,90
32.19,42.89,0.48,120,0.36,90
76.44,49.27,0.19,71,0.69,90
51.35,56.19,0.46,85,0.66,90
2.44,40.03,0.65,135,0.3,90
7.36,14.39,0.22,372,0.04,90
47.92,31.88,0.28,153,0.21,90
62.06,24.09,0.15,184,0.13,90
49.99,14.02,0.12,343,0.04,90
33.75,55.88,0.62,92,0.61,90
44.91,11.73,0.11,419,0.03,90
14.21,55.82,0.8,95,0.59,90
15.29,30.11,0.43,176,0.17,90
14.8,33.3,0.47,160,0.21,90
64.32,19.44,0.12,223,0.09,90
78.2,44.36,0.16,74,0.6,90
8.18,28.49,0.44,188,0.15,90
14.27,28.54,0.41,186,0.15,90
3.64,23.12,0.37,233,0.1,90
59.87,31.09,0.21,145,0.21,90
34.79,37.33,0.41,137,0.27,90
21.86,54.21,0.71,97,0.56,90
35.25,20.04,0.22,254,0.08,90
0.47,53.38,0.89,102,0.52,90
13.69,19.99,0.29,266,0.08,90
16.45,32.76,0.46,162,0.2,90
56.82,31.47,0.23,147,0.21,90
61.73,16.69,0.11,266,0.06,90
38.87,58.22,0.59,87,0.67,90
8.5,32.66,0.5,164,0.2,90
3.89,13.03,0.21,413,0.03,90
74.91,13.93,0.06,260,0.05,90
69.95,51.63,0.26,78,0.66,90
65.56,59.12,0.34,73,0.81,90
72.16,38.52,0.18,100,0.39,90
17.2,18.49,0.26,286,0.06,90
2.2,24.18,0.39,223,0.11,90
11.17,38.87,0.58,137,0.28,90
19.4,59.51,0.8,89,0.67,90
70.45,39.7,0.2,101,0.39,90
27.97,26.93,0.32,192,0.14,90
49.02,22.67,0.19,213,0.11,90
65.2,27.42,0.16,156,0.18,90
29.76,47.11,0.55,110,0.43,90
44.21,46.69,0.43,106,0.44,90
16.2,12.79,0.18,414,0.03,90
18.84,32.53,0.44,162,0.2,90
50.72,35.19,0.29,136,0.26,90
5.47,49.94,0.79,108,0.46,90
72.51,37.74,0.17,102,0.37,90
76.25,56.83,0.22,62,0.92,90
5.59,21.89,0.34,246,0.09,90
76.62,32.25,0.13,107,0.3,90
17.35,10.68,0.15,494,0.02,90
29.87,56.15,0.66,92,0.61,90
13.16,45.77,0.66,116,0.39,90
55.5,45.22,0.34,103,0.44,90
24.89,12.82,0.16,406,0.03,90
68.07,55.16,0.29,75,0.74,90
53.57,23.86,0.18,198,0.12,90
58.82,54.16,0.37,84,0.64,90
3.41,13.6,0.22,396,0.03,90
76.21,28.07,0.11,124,0.23,90
28.62,11.15,0.13,463,0.02,90
13.21,30.82,0.45,173,0.18,90
59.13,15.43,0.11,294,0.05,90
44.26,35.34,0.33,140,0.25,90
22.67,19.05,0.25,275,0.07,90
58.18,27.91,0.19,164,0.17,90
15.92,18.22,0.26,291,0.06,90
18.74,57.68,0.78,92,0.63,90
25.62,33.74,0.42,154,0.22,90
24.35,27.64,0.35,189,0.15,90
46.02,27.19,0.24,180,0.15,90
64.05,46.64,0.28,93,0.5,90
18.78,37.09,0.5,142,0.26,90
55.04,35.15,0.26,133,0.26,90
68.15,50.29,0.27,82,0.61,90
4.36,10.85,0.17,496,0.02,90
47.08,42.04,0.37,116,0.36,90
